supply and demand
11881,10467,7262,9674,10754,5872,3086,5689,12975,7936
1693,1559,1712,1309,659,903,683,1016,2905,2080,777,0,1113,766,1419,2219,2083,685,2730,0,976,2382,2184,1951,1062,4507,2797,4505,2542,2996,0,1714,1647,1333,2014,2171,1546,1787,2415,682,779,802,1821,2492,2091,2944,2091,1403,0,1054
